dalil,isu
" إِنَّ ٱلَّذِينَ ءَامَنُوا۟ وَعَمِلُوا۟ ٱلصَّـٰلِحَـٰتِ أُو۟لَـٰٓئِكَ هُمْ خَيْرُ ٱلْبَرِيَّةِ 
 Sesungguhnya orang-orang yang beriman dan mengerjakan kebajikan, mereka itulah sebaik-baik makhluk. 
[Q.S. Al-Bayyinah (98) : 7]"," Sesungguhnya orang-orang yang beriman dan mengerjakan kebajikan, mereka itulah sebaik-baik makhluk. "
" جَزَآؤُهُمْ عِندَ رَبِّهِمْ جَنَّـٰتُ عَدْنٍ تَجْرِى مِن تَحْتِهَا ٱلْأَنْهَـٰرُ خَـٰلِدِينَ فِيهَآ أَبَدًا ۖ رَّضِىَ ٱللَّهُ عَنْهُمْ وَرَضُوا۟ عَنْهُ ۚ ذَٰلِكَ لِمَنْ خَشِىَ رَبَّهُۥ 
 Balasan mereka di sisi Tuhannya adalah surga ‘Adn yang mengalir di bawahnya sungai-sungai. Mereka kekal di dalamnya selama-lamanya. Allah rida terhadap mereka dan mereka pun rida kepada-Nya. Itu adalah (balasan) bagi orang yang takut kepada Tuhannya. 
[Q.S. Al-Bayyinah (98) : 8]", Balasan mereka di sisi Tuhannya adalah surga ‘Adn yang mengalir di bawahnya sungai-sungai. Mereka kekal di dalamnya selama-lamanya. Allah rida terhadap mereka dan mereka pun rida kepada-Nya. Itu adalah (balasan) bagi orang yang takut kepada Tuhannya. 
" إِذَا زُلْزِلَتِ ٱلْأَرْضُ زِلْزَالَهَا 
 Apabila bumi diguncangkan dengan guncangan yang dahsyat, 
[Q.S. Az-Zalzalah (99) : 1]"," Apabila bumi diguncangkan dengan guncangan yang dahsyat, "
" وَأَخْرَجَتِ ٱلْأَرْضُ أَثْقَالَهَا 
 bumi mengeluarkan isi perutnya, 
[Q.S. Az-Zalzalah (99) : 2]"," bumi mengeluarkan isi perutnya, "
" وَقَالَ ٱلْإِنسَـٰنُ مَا لَهَا 
 dan manusia bertanya, “Apa yang terjadi dengannya (bumi)?” 
[Q.S. Az-Zalzalah (99) : 3]"," dan manusia bertanya, “Apa yang terjadi dengannya (bumi)?” "
" يَوْمَئِذٍ تُحَدِّثُ أَخْبَارَهَا 
 Pada hari itu (bumi) menyampaikan berita (tentang apa yang diperbuat manusia di atasnya) 
[Q.S. Az-Zalzalah (99) : 4]", Pada hari itu (bumi) menyampaikan berita (tentang apa yang diperbuat manusia di atasnya) 
" بِأَنَّ رَبَّكَ أَوْحَىٰ لَهَا 
 karena sesungguhnya Tuhanmu telah memerintahkan (yang demikian itu) kepadanya. 
[Q.S. Az-Zalzalah (99) : 5]", karena sesungguhnya Tuhanmu telah memerintahkan (yang demikian itu) kepadanya. 
" يَوْمَئِذٍ يَصْدُرُ ٱلنَّاسُ أَشْتَاتًا لِّيُرَوْا۟ أَعْمَـٰلَهُمْ 
 Pada hari itu manusia keluar (dari kuburnya) dalam keadaan terpencar untuk diperlihatkan kepada mereka (balasan) semua perbuatan mereka. 
[Q.S. Az-Zalzalah (99) : 6]", Pada hari itu manusia keluar (dari kuburnya) dalam keadaan terpencar untuk diperlihatkan kepada mereka (balasan) semua perbuatan mereka. 
" فَمَن يَعْمَلْ مِثْقَالَ ذَرَّةٍ خَيْرًا يَرَهُۥ 
 Siapa yang mengerjakan kebaikan seberat zarah, dia akan melihat (balasan)-nya. 
[Q.S. Az-Zalzalah (99) : 7]"," Siapa yang mengerjakan kebaikan seberat zarah, dia akan melihat (balasan)-nya. "
" وَمَن يَعْمَلْ مِثْقَالَ ذَرَّةٍ شَرًّا يَرَهُۥ 
 Siapa yang mengerjakan kejahatan seberat zarah, dia akan melihat (balasan)-nya. 
[Q.S. Az-Zalzalah (99) : 8]"," Siapa yang mengerjakan kejahatan seberat zarah, dia akan melihat (balasan)-nya. "
" وَٱلْعَـٰدِيَـٰتِ ضَبْحًا 
 Demi kuda-kuda perang yang berlari kencang terengah-engah, 
[Q.S. Al-'Adiyat (100) : 1]"," Demi kuda-kuda perang yang berlari kencang terengah-engah, "
" فَٱلْمُورِيَـٰتِ قَدْحًا 
 yang memercikkan bunga api (dengan entakan kakinya), 
[Q.S. Al-'Adiyat (100) : 2]"," yang memercikkan bunga api (dengan entakan kakinya), "
" فَٱلْمُغِيرَٰتِ صُبْحًا 
 yang menyerang (dengan tiba-tiba) pada waktu pagi 
[Q.S. Al-'Adiyat (100) : 3]", yang menyerang (dengan tiba-tiba) pada waktu pagi 
" فَأَثَرْنَ بِهِۦ نَقْعًا 
 sehingga menerbangkan debu, 
[Q.S. Al-'Adiyat (100) : 4]"," sehingga menerbangkan debu, "
" فَوَسَطْنَ بِهِۦ جَمْعًا 
 lalu menyerbu ke tengah-tengah kumpulan musuh, 
[Q.S. Al-'Adiyat (100) : 5]"," lalu menyerbu ke tengah-tengah kumpulan musuh, "
" إِنَّ ٱلْإِنسَـٰنَ لِرَبِّهِۦ لَكَنُودٌ 
 sesungguhnya manusia itu sangatlah ingkar kepada Tuhannya. 
[Q.S. Al-'Adiyat (100) : 6]", sesungguhnya manusia itu sangatlah ingkar kepada Tuhannya. 
" وَإِنَّهُۥ عَلَىٰ ذَٰلِكَ لَشَهِيدٌ 
 Sesungguhnya dia benar-benar menjadi saksi atas hal itu (keingkarannya). 
[Q.S. Al-'Adiyat (100) : 7]", Sesungguhnya dia benar-benar menjadi saksi atas hal itu (keingkarannya). 
" وَإِنَّهُۥ لِحُبِّ ٱلْخَيْرِ لَشَدِيدٌ 
 Sesungguhnya cintanya pada harta benar-benar berlebihan. 
[Q.S. Al-'Adiyat (100) : 8]", Sesungguhnya cintanya pada harta benar-benar berlebihan. 
" ۞ أَفَلَا يَعْلَمُ إِذَا بُعْثِرَ مَا فِى ٱلْقُبُورِ 
 Maka, tidakkah dia mengetahui (apa yang akan dialaminya) apabila dikeluarkan apa yang ada di dalam kubur 
[Q.S. Al-'Adiyat (100) : 9]"," Maka, tidakkah dia mengetahui (apa yang akan dialaminya) apabila dikeluarkan apa yang ada di dalam kubur "
" وَحُصِّلَ مَا فِى ٱلصُّدُورِ 
 dan ditampakkan apa yang tersimpan di dalam dada? 
[Q.S. Al-'Adiyat (100) : 10]", dan ditampakkan apa yang tersimpan di dalam dada? 
" إِنَّ رَبَّهُم بِهِمْ يَوْمَئِذٍ لَّخَبِيرٌۢ 
 Sesungguhnya Tuhan mereka pada hari itu benar-benar Maha Teliti terhadap (keadaan) mereka. 
[Q.S. Al-'Adiyat (100) : 11]", Sesungguhnya Tuhan mereka pada hari itu benar-benar Maha Teliti terhadap (keadaan) mereka. 
" ٱلْقَارِعَةُ 
 Al-Qāri‘ah (hari Kiamat yang menggetarkan). 
[Q.S. Al-Qari'ah (101) : 1]", Al-Qāri‘ah (hari Kiamat yang menggetarkan). 
" مَا ٱلْقَارِعَةُ 
 Apakah al-Qāri‘ah itu? 
[Q.S. Al-Qari'ah (101) : 2]", Apakah al-Qāri‘ah itu? 
" وَمَآ أَدْرَىٰكَ مَا ٱلْقَارِعَةُ 
 Tahukah kamu apakah al-Qāri‘ah itu? 
[Q.S. Al-Qari'ah (101) : 3]", Tahukah kamu apakah al-Qāri‘ah itu? 
" يَوْمَ يَكُونُ ٱلنَّاسُ كَٱلْفَرَاشِ ٱلْمَبْثُوثِ 
 Pada hari itu manusia seperti laron yang beterbangan 
[Q.S. Al-Qari'ah (101) : 4]", Pada hari itu manusia seperti laron yang beterbangan 
" وَتَكُونُ ٱلْجِبَالُ كَٱلْعِهْنِ ٱلْمَنفُوشِ 
 dan gunung-gunung seperti bulu yang berhamburan. 
[Q.S. Al-Qari'ah (101) : 5]", dan gunung-gunung seperti bulu yang berhamburan. 
" فَأَمَّا مَن ثَقُلَتْ مَوَٰزِينُهُۥ 
 Siapa yang berat timbangan (kebaikan)-nya, 
[Q.S. Al-Qari'ah (101) : 6]"," Siapa yang berat timbangan (kebaikan)-nya, "
" فَهُوَ فِى عِيشَةٍ رَّاضِيَةٍ 
 dia berada dalam kehidupan yang menyenangkan. 
[Q.S. Al-Qari'ah (101) : 7]", dia berada dalam kehidupan yang menyenangkan. 
" وَأَمَّا مَنْ خَفَّتْ مَوَٰزِينُهُۥ 
 Adapun orang yang ringan timbangan (kebaikan)-nya, 
[Q.S. Al-Qari'ah (101) : 8]"," Adapun orang yang ringan timbangan (kebaikan)-nya, "
" فَأُمُّهُۥ هَاوِيَةٌ 
 tempat kembalinya adalah (neraka) Hawiyah. 
[Q.S. Al-Qari'ah (101) : 9]", tempat kembalinya adalah (neraka) Hawiyah. 
" وَمَآ أَدْرَىٰكَ مَا هِيَهْ 
 Tahukah kamu apakah (neraka Hawiyah) itu? 
[Q.S. Al-Qari'ah (101) : 10]", Tahukah kamu apakah (neraka Hawiyah) itu? 
" نَارٌ حَامِيَةٌۢ 
 (Ia adalah) api yang sangat panas. 
[Q.S. Al-Qari'ah (101) : 11]", (Ia adalah) api yang sangat panas. 
" أَلْهَىٰكُمُ ٱلتَّكَاثُرُ 
 Berbangga-bangga dalam memperbanyak (dunia) telah melalaikanmu[^760]  [^760]: Maksudnya adalah bersaing memperbanyak anak, harta, pengikut, kemuliaan, dan sebagainya telah melalaikan manusia dari ketaatan kepada Allah Swt. 
[Q.S. At-Takathur (102) : 1]"," Berbangga-bangga dalam memperbanyak (dunia) telah melalaikanmu[^760]  [^760]: Maksudnya adalah bersaing memperbanyak anak, harta, pengikut, kemuliaan, dan sebagainya telah melalaikan manusia dari ketaatan kepada Allah Swt. "
" حَتَّىٰ زُرْتُمُ ٱلْمَقَابِرَ 
 sampai kamu masuk ke dalam kubur. 
[Q.S. At-Takathur (102) : 2]", sampai kamu masuk ke dalam kubur. 
" كَلَّا سَوْفَ تَعْلَمُونَ 
 Sekali-kali tidak! Kelak kamu akan mengetahui (akibat perbuatanmu itu). 
[Q.S. At-Takathur (102) : 3]", Sekali-kali tidak! Kelak kamu akan mengetahui (akibat perbuatanmu itu). 
" ثُمَّ كَلَّا سَوْفَ تَعْلَمُونَ 
 Sekali-kali tidak (jangan melakukan itu)! Kelak kamu akan mengetahui (akibatnya). 
[Q.S. At-Takathur (102) : 4]", Sekali-kali tidak (jangan melakukan itu)! Kelak kamu akan mengetahui (akibatnya). 
" كَلَّا لَوْ تَعْلَمُونَ عِلْمَ ٱلْيَقِينِ 
 Sekali-kali tidak (jangan melakukan itu)! Sekiranya kamu mengetahui dengan pasti, (niscaya kamu tidak akan melakukannya). 
[Q.S. At-Takathur (102) : 5]"," Sekali-kali tidak (jangan melakukan itu)! Sekiranya kamu mengetahui dengan pasti, (niscaya kamu tidak akan melakukannya). "
" لَتَرَوُنَّ ٱلْجَحِيمَ 
 Pasti kamu benar-benar akan melihat (neraka) Jahim. 
[Q.S. At-Takathur (102) : 6]", Pasti kamu benar-benar akan melihat (neraka) Jahim. 
" ثُمَّ لَتَرَوُنَّهَا عَيْنَ ٱلْيَقِينِ 
 Kemudian, kamu pasti benar-benar akan melihatnya dengan ainulyakin. 
[Q.S. At-Takathur (102) : 7]"," Kemudian, kamu pasti benar-benar akan melihatnya dengan ainulyakin. "
" ثُمَّ لَتُسْـَٔلُنَّ يَوْمَئِذٍ عَنِ ٱلنَّعِيمِ 
 Kemudian, kamu pasti benar-benar akan ditanya pada hari itu tentang kenikmatan (yang megah di dunia itu). 
[Q.S. At-Takathur (102) : 8]"," Kemudian, kamu pasti benar-benar akan ditanya pada hari itu tentang kenikmatan (yang megah di dunia itu). "
" وَٱلْعَصْرِ 
 Demi masa, 
[Q.S. Al-'Asr (103) : 1]"," Demi masa, "
" إِنَّ ٱلْإِنسَـٰنَ لَفِى خُسْرٍ 
 sesungguhnya manusia benar-benar berada dalam kerugian, 
[Q.S. Al-'Asr (103) : 2]"," sesungguhnya manusia benar-benar berada dalam kerugian, "
" إِلَّا ٱلَّذِينَ ءَامَنُوا۟ وَعَمِلُوا۟ ٱلصَّـٰلِحَـٰتِ وَتَوَاصَوْا۟ بِٱلْحَقِّ وَتَوَاصَوْا۟ بِٱلصَّبْرِ 
 kecuali orang-orang yang beriman dan beramal saleh serta saling menasihati untuk kebenaran dan kesabaran. 
[Q.S. Al-'Asr (103) : 3]", kecuali orang-orang yang beriman dan beramal saleh serta saling menasihati untuk kebenaran dan kesabaran. 
" وَيْلٌ لِّكُلِّ هُمَزَةٍ لُّمَزَةٍ 
 Celakalah setiap pengumpat lagi pencela 
[Q.S. Al-Humazah (104) : 1]", Celakalah setiap pengumpat lagi pencela 
" ٱلَّذِى جَمَعَ مَالًا وَعَدَّدَهُۥ 
 yang mengumpulkan harta dan menghitung-hitungnya. 
[Q.S. Al-Humazah (104) : 2]", yang mengumpulkan harta dan menghitung-hitungnya. 
" يَحْسَبُ أَنَّ مَالَهُۥٓ أَخْلَدَهُۥ 
 Dia (manusia) mengira bahwa hartanya dapat mengekalkannya. 
[Q.S. Al-Humazah (104) : 3]", Dia (manusia) mengira bahwa hartanya dapat mengekalkannya. 
" كَلَّا ۖ لَيُنۢبَذَنَّ فِى ٱلْحُطَمَةِ 
 Sekali-kali tidak! Pasti dia akan dilemparkan ke dalam (neraka) Hutamah. 
[Q.S. Al-Humazah (104) : 4]", Sekali-kali tidak! Pasti dia akan dilemparkan ke dalam (neraka) Hutamah. 
" وَمَآ أَدْرَىٰكَ مَا ٱلْحُطَمَةُ 
 Tahukah kamu apakah (neraka) Hutamah? 
[Q.S. Al-Humazah (104) : 5]", Tahukah kamu apakah (neraka) Hutamah? 
" نَارُ ٱللَّهِ ٱلْمُوقَدَةُ 
 (Ia adalah) api (azab) Allah yang dinyalakan 
[Q.S. Al-Humazah (104) : 6]", (Ia adalah) api (azab) Allah yang dinyalakan 
" ٱلَّتِى تَطَّلِعُ عَلَى ٱلْأَفْـِٔدَةِ 
 yang (membakar) naik sampai ke hati. 
[Q.S. Al-Humazah (104) : 7]", yang (membakar) naik sampai ke hati. 
" إِنَّهَا عَلَيْهِم مُّؤْصَدَةٌ 
 Sesungguhnya dia (api itu) tertutup rapat (sebagai hukuman) atas mereka, 
[Q.S. Al-Humazah (104) : 8]"," Sesungguhnya dia (api itu) tertutup rapat (sebagai hukuman) atas mereka, "
" فِى عَمَدٍ مُّمَدَّدَةٍۭ 
 (sedangkan mereka) diikat pada tiang-tiang yang panjang. 
[Q.S. Al-Humazah (104) : 9]", (sedangkan mereka) diikat pada tiang-tiang yang panjang. 
" أَلَمْ تَرَ كَيْفَ فَعَلَ رَبُّكَ بِأَصْحَـٰبِ ٱلْفِيلِ 
 Tidakkah engkau (Nabi Muhammad) memperhatikan bagaimana Tuhanmu telah bertindak terhadap pasukan bergajah? 
[Q.S. Al-Fil (105) : 1]", Tidakkah engkau (Nabi Muhammad) memperhatikan bagaimana Tuhanmu telah bertindak terhadap pasukan bergajah? 
" أَلَمْ يَجْعَلْ كَيْدَهُمْ فِى تَضْلِيلٍ 
 Bukankah Dia telah menjadikan tipu daya mereka itu sia-sia? 
[Q.S. Al-Fil (105) : 2]", Bukankah Dia telah menjadikan tipu daya mereka itu sia-sia? 
" وَأَرْسَلَ عَلَيْهِمْ طَيْرًا أَبَابِيلَ 
 Dia mengirimkan kepada mereka burung yang berbondong-bondong 
[Q.S. Al-Fil (105) : 3]", Dia mengirimkan kepada mereka burung yang berbondong-bondong 
" تَرْمِيهِم بِحِجَارَةٍ مِّن سِجِّيلٍ 
 yang melempari mereka dengan batu dari tanah liat yang dibakar, 
[Q.S. Al-Fil (105) : 4]"," yang melempari mereka dengan batu dari tanah liat yang dibakar, "
" فَجَعَلَهُمْ كَعَصْفٍ مَّأْكُولٍۭ 
 sehingga Dia menjadikan mereka seperti daun-daun yang dimakan (ulat). 
[Q.S. Al-Fil (105) : 5]", sehingga Dia menjadikan mereka seperti daun-daun yang dimakan (ulat). 
" لِإِيلَـٰفِ قُرَيْشٍ 
 Disebabkan oleh kebiasaan orang-orang Quraisy, 
[Q.S. Quraysh (106) : 1]"," Disebabkan oleh kebiasaan orang-orang Quraisy, "
" إِۦلَـٰفِهِمْ رِحْلَةَ ٱلشِّتَآءِ وَٱلصَّيْفِ 
 (yaitu) kebiasaan mereka bepergian pada musim dingin dan musim panas (sehingga mendapatkan banyak keuntungan), 
[Q.S. Quraysh (106) : 2]"," (yaitu) kebiasaan mereka bepergian pada musim dingin dan musim panas (sehingga mendapatkan banyak keuntungan), "
" فَلْيَعْبُدُوا۟ رَبَّ هَـٰذَا ٱلْبَيْتِ 
 maka hendaklah mereka menyembah Tuhan (pemilik) rumah ini (Ka‘bah) 
[Q.S. Quraysh (106) : 3]", maka hendaklah mereka menyembah Tuhan (pemilik) rumah ini (Ka‘bah) 
" ٱلَّذِىٓ أَطْعَمَهُم مِّن جُوعٍ وَءَامَنَهُم مِّنْ خَوْفٍۭ 
 yang telah memberi mereka makanan untuk menghilangkan lapar dan mengamankan mereka dari rasa takut. 
[Q.S. Quraysh (106) : 4]", yang telah memberi mereka makanan untuk menghilangkan lapar dan mengamankan mereka dari rasa takut. 
" أَرَءَيْتَ ٱلَّذِى يُكَذِّبُ بِٱلدِّينِ 
 Tahukah kamu (orang) yang mendustakan agama? 
[Q.S. Al-Ma'un (107) : 1]", Tahukah kamu (orang) yang mendustakan agama? 
" فَذَٰلِكَ ٱلَّذِى يَدُعُّ ٱلْيَتِيمَ 
 Itulah orang yang menghardik anak yatim 
[Q.S. Al-Ma'un (107) : 2]", Itulah orang yang menghardik anak yatim 
" وَلَا يَحُضُّ عَلَىٰ طَعَامِ ٱلْمِسْكِينِ 
 dan tidak menganjurkan untuk memberi makan orang miskin. 
[Q.S. Al-Ma'un (107) : 3]", dan tidak menganjurkan untuk memberi makan orang miskin. 
" فَوَيْلٌ لِّلْمُصَلِّينَ 
 Celakalah orang-orang yang melaksanakan salat, 
[Q.S. Al-Ma'un (107) : 4]"," Celakalah orang-orang yang melaksanakan salat, "
" ٱلَّذِينَ هُمْ عَن صَلَاتِهِمْ سَاهُونَ 
 (yaitu) yang lalai terhadap salatnya,[^761]  [^761]: Melalaikan salat mencakup lalai akan waktu dan tujuan salat serta bermalasan dalam mengerjakannya. 
[Q.S. Al-Ma'un (107) : 5]"," (yaitu) yang lalai terhadap salatnya,[^761]  [^761]: Melalaikan salat mencakup lalai akan waktu dan tujuan salat serta bermalasan dalam mengerjakannya. "
" ٱلَّذِينَ هُمْ يُرَآءُونَ 
 yang berbuat riya,[^762]  [^762]: Riya adalah melakukan sesuatu perbuatan tidak untuk mencari keridaan Allah, tetapi untuk mencari pujian atau kemasyhuran di masyarakat. 
[Q.S. Al-Ma'un (107) : 6]"," yang berbuat riya,[^762]  [^762]: Riya adalah melakukan sesuatu perbuatan tidak untuk mencari keridaan Allah, tetapi untuk mencari pujian atau kemasyhuran di masyarakat. "
" وَيَمْنَعُونَ ٱلْمَاعُونَ 
 dan enggan (memberi) bantuan. 
[Q.S. Al-Ma'un (107) : 7]", dan enggan (memberi) bantuan. 
" إِنَّآ أَعْطَيْنَـٰكَ ٱلْكَوْثَرَ 
 Sesungguhnya Kami telah memberimu (Nabi Muhammad) nikmat yang banyak. 
[Q.S. Al-Kawthar (108) : 1]", Sesungguhnya Kami telah memberimu (Nabi Muhammad) nikmat yang banyak. 
" فَصَلِّ لِرَبِّكَ وَٱنْحَرْ 
 Maka, laksanakanlah salat karena Tuhanmu dan berkurbanlah! 
[Q.S. Al-Kawthar (108) : 2]"," Maka, laksanakanlah salat karena Tuhanmu dan berkurbanlah! "
" إِنَّ شَانِئَكَ هُوَ ٱلْأَبْتَرُ 
 Sesungguhnya orang yang membencimu, dialah yang terputus (dari rahmat Allah). 
[Q.S. Al-Kawthar (108) : 3]"," Sesungguhnya orang yang membencimu, dialah yang terputus (dari rahmat Allah). "
" قُلْ يَـٰٓأَيُّهَا ٱلْكَـٰفِرُونَ 
 Katakanlah (Nabi Muhammad), “Wahai orang-orang kafir, 
[Q.S. Al-Kafirun (109) : 1]"," Katakanlah (Nabi Muhammad), “Wahai orang-orang kafir, "
" لَآ أَعْبُدُ مَا تَعْبُدُونَ 
 aku tidak akan menyembah apa yang kamu sembah. 
[Q.S. Al-Kafirun (109) : 2]", aku tidak akan menyembah apa yang kamu sembah. 
" وَلَآ أَنتُمْ عَـٰبِدُونَ مَآ أَعْبُدُ 
 Kamu juga bukan penyembah apa yang aku sembah. 
[Q.S. Al-Kafirun (109) : 3]", Kamu juga bukan penyembah apa yang aku sembah. 
" وَلَآ أَنَا۠ عَابِدٌ مَّا عَبَدتُّمْ 
 Aku juga tidak pernah menjadi penyembah apa yang kamu sembah. 
[Q.S. Al-Kafirun (109) : 4]", Aku juga tidak pernah menjadi penyembah apa yang kamu sembah. 
" وَلَآ أَنتُمْ عَـٰبِدُونَ مَآ أَعْبُدُ 
 Kamu tidak pernah (pula) menjadi penyembah apa yang aku sembah. 
[Q.S. Al-Kafirun (109) : 5]", Kamu tidak pernah (pula) menjadi penyembah apa yang aku sembah. 
" لَكُمْ دِينُكُمْ وَلِىَ دِينِ 
 Untukmu agamamu dan untukku agamaku.” 
[Q.S. Al-Kafirun (109) : 6]", Untukmu agamamu dan untukku agamaku.” 
" إِذَا جَآءَ نَصْرُ ٱللَّهِ وَٱلْفَتْحُ 
 Apabila telah datang pertolongan Allah dan kemenangan 
[Q.S. An-Nasr (110) : 1]", Apabila telah datang pertolongan Allah dan kemenangan 
" وَرَأَيْتَ ٱلنَّاسَ يَدْخُلُونَ فِى دِينِ ٱللَّهِ أَفْوَاجًا 
 dan engkau melihat manusia berbondong-bondong masuk agama Allah, 
[Q.S. An-Nasr (110) : 2]"," dan engkau melihat manusia berbondong-bondong masuk agama Allah, "
" فَسَبِّحْ بِحَمْدِ رَبِّكَ وَٱسْتَغْفِرْهُ ۚ إِنَّهُۥ كَانَ تَوَّابًۢا 
 bertasbihlah dengan memuji Tuhanmu dan mohonlah ampun kepada-Nya. Sesungguhnya Dia Maha Penerima tobat. 
[Q.S. An-Nasr (110) : 3]", bertasbihlah dengan memuji Tuhanmu dan mohonlah ampun kepada-Nya. Sesungguhnya Dia Maha Penerima tobat. 
" تَبَّتْ يَدَآ أَبِى لَهَبٍ وَتَبَّ 
 Binasalah kedua tangan Abu Lahab dan benar-benar binasa dia.[^763]  [^763]: Yang dimaksud dengan kedua tangan Abu Lahab adalah Abu Lahab itu sendiri. 
[Q.S. Al-Masad (111) : 1]", Binasalah kedua tangan Abu Lahab dan benar-benar binasa dia.[^763]  [^763]: Yang dimaksud dengan kedua tangan Abu Lahab adalah Abu Lahab itu sendiri. 
" مَآ أَغْنَىٰ عَنْهُ مَالُهُۥ وَمَا كَسَبَ 
 Tidaklah berguna baginya hartanya dan apa yang dia usahakan. 
[Q.S. Al-Masad (111) : 2]", Tidaklah berguna baginya hartanya dan apa yang dia usahakan. 
" سَيَصْلَىٰ نَارًا ذَاتَ لَهَبٍ 
 Kelak dia akan memasuki api yang bergejolak (neraka), 
[Q.S. Al-Masad (111) : 3]"," Kelak dia akan memasuki api yang bergejolak (neraka), "
" وَٱمْرَأَتُهُۥ حَمَّالَةَ ٱلْحَطَبِ 
 (begitu pula) istrinya, pembawa kayu bakar (penyebar fitnah). 
[Q.S. Al-Masad (111) : 4]"," (begitu pula) istrinya, pembawa kayu bakar (penyebar fitnah). "
" فِى جِيدِهَا حَبْلٌ مِّن مَّسَدٍۭ 
 Di lehernya ada tali dari sabut yang dipintal. 
[Q.S. Al-Masad (111) : 5]", Di lehernya ada tali dari sabut yang dipintal. 
" قُلْ هُوَ ٱللَّهُ أَحَدٌ 
 Katakanlah (Nabi Muhammad), “Dialah Allah Yang Maha Esa. 
[Q.S. Al-Ikhlas (112) : 1]"," Katakanlah (Nabi Muhammad), “Dialah Allah Yang Maha Esa. "
" ٱللَّهُ ٱلصَّمَدُ 
 Allah tempat meminta segala sesuatu. 
[Q.S. Al-Ikhlas (112) : 2]", Allah tempat meminta segala sesuatu. 
" لَمْ يَلِدْ وَلَمْ يُولَدْ 
 Dia tidak beranak dan tidak pula diperanakkan 
[Q.S. Al-Ikhlas (112) : 3]", Dia tidak beranak dan tidak pula diperanakkan 
" وَلَمْ يَكُن لَّهُۥ كُفُوًا أَحَدٌۢ 
 serta tidak ada sesuatu pun yang setara dengan-Nya.” 
[Q.S. Al-Ikhlas (112) : 4]", serta tidak ada sesuatu pun yang setara dengan-Nya.” 
" قُلْ أَعُوذُ بِرَبِّ ٱلْفَلَقِ 
 Katakanlah (Nabi Muhammad), “Aku berlindung kepada Tuhan yang (menjaga) fajar (subuh) 
[Q.S. Al-Falaq (113) : 1]"," Katakanlah (Nabi Muhammad), “Aku berlindung kepada Tuhan yang (menjaga) fajar (subuh) "
" مِن شَرِّ مَا خَلَقَ 
 dari kejahatan (makhluk yang) Dia ciptakan, 
[Q.S. Al-Falaq (113) : 2]"," dari kejahatan (makhluk yang) Dia ciptakan, "
" وَمِن شَرِّ غَاسِقٍ إِذَا وَقَبَ 
 dari kejahatan malam apabila telah gelap gulita, 
[Q.S. Al-Falaq (113) : 3]"," dari kejahatan malam apabila telah gelap gulita, "
" وَمِن شَرِّ ٱلنَّفَّـٰثَـٰتِ فِى ٱلْعُقَدِ 
 dari kejahatan perempuan-perempuan (penyihir) yang meniup pada buhul-buhul (talinya), 
[Q.S. Al-Falaq (113) : 4]"," dari kejahatan perempuan-perempuan (penyihir) yang meniup pada buhul-buhul (talinya), "
" وَمِن شَرِّ حَاسِدٍ إِذَا حَسَدَ 
 dan dari kejahatan orang yang dengki apabila dia dengki.” 
[Q.S. Al-Falaq (113) : 5]", dan dari kejahatan orang yang dengki apabila dia dengki.” 
" قُلْ أَعُوذُ بِرَبِّ ٱلنَّاسِ 
 Katakanlah (Nabi Muhammad), “Aku berlindung kepada Tuhan manusia, 
[Q.S. An-Nas (114) : 1]"," Katakanlah (Nabi Muhammad), “Aku berlindung kepada Tuhan manusia, "
" مَلِكِ ٱلنَّاسِ 
 raja manusia, 
[Q.S. An-Nas (114) : 2]"," raja manusia, "
" إِلَـٰهِ ٱلنَّاسِ 
 sembahan manusia 
[Q.S. An-Nas (114) : 3]", sembahan manusia 
" مِن شَرِّ ٱلْوَسْوَاسِ ٱلْخَنَّاسِ 
 dari kejahatan (setan) pembisik yang bersembunyi 
[Q.S. An-Nas (114) : 4]", dari kejahatan (setan) pembisik yang bersembunyi 
" ٱلَّذِى يُوَسْوِسُ فِى صُدُورِ ٱلنَّاسِ 
 yang membisikkan (kejahatan) ke dalam dada manusia, 
[Q.S. An-Nas (114) : 5]"," yang membisikkan (kejahatan) ke dalam dada manusia, "
" مِنَ ٱلْجِنَّةِ وَٱلنَّاسِ 
 dari (golongan) jin dan manusia.” 
[Q.S. An-Nas (114) : 6]", dari (golongan) jin dan manusia.” 
" ٱلْحَمْدُ لِلَّهِ ٱلَّذِى لَهُۥ مَا فِى ٱلسَّمَـٰوَٰتِ وَمَا فِى ٱلْأَرْضِ وَلَهُ ٱلْحَمْدُ فِى ٱلْـَٔاخِرَةِ ۚ وَهُوَ ٱلْحَكِيمُ ٱلْخَبِيرُ 
 Segala puji bagi Allah yang memiliki segala yang di langit dan yang di bumi serta bagi-Nya segala puji di akhirat. Dialah Yang Maha Bijaksana lagi Maha Teliti. 
[Q.S. Saba (34) : 1]"," Halo Hai Hi apa kabar?"
" وَقَالُوا۟ ٱلْحَمْدُ لِلَّهِ ٱلَّذِىٓ أَذْهَبَ عَنَّا ٱلْحَزَنَ ۖ إِنَّ رَبَّنَا لَغَفُورٌ شَكُورٌ 
 Mereka berkata, “Segala puji bagi Allah yang telah menghilangkan kesedihan dari kami. Sesungguhnya Tuhan kami benar-benar Maha Pengampun lagi Maha Mensyukuri. 
[Q.S. Fatir (35) : 34]"," bagaimana kabarmu?"
